,,Machines,File,Accepted Load Algorithm,Accepted Load Greedy,Available Resource,Performance Ratio Algorithm,Performance Ratio Greedy,Difference In PR
4762,,90,S3,4874654,8353317,10023723,2.056294252,1.199969186,0.856325066
4763,,90,S4,4527294,8410868,10023723,2.214064958,1.191758449,1.022306509
4764,,90,S5,4362998,8354570,10023723,2.297439284,1.199789217,1.097650067
4765,,90,S6,5326374,8386358,10023723,1.881903712,1.195241486,0.686662225
4766,,90,S7,4942095,8397086,10023723,2.028233573,1.193714462,0.834519111
4767,,90,S8,4469944,8412957,10023723,2.242471718,1.191462526,1.051009192
4768,,90,S9,4730719,8431552,10023723,2.118858254,1.188834867,0.930023387
4769,,90,S10,5129997,8414791,10023723,1.953943248,1.191202847,0.7627404
4770,,100,S1,4622592,8868241,10023723,2.168420445,1.130294384,1.03812606
4771,,100,S2,4688687,8804488,10023723,2.137852879,1.138478808,0.999374071
4772,,100,S3,5259454,8837508,10023723,1.905848592,1.134225055,0.771623537
4773,,100,S4,3847948,8891630,10023723,2.604952822,1.1273212,1.477631622
4774,,100,S5,5241939,8812910,10023723,1.912216643,1.137390828,0.774825816
4775,,100,S6,5551541,8861021,10023723,1.805574885,1.131215353,0.674359531
4776,,100,S7,5541434,8871862,10023723,1.808868066,1.129833061,0.679035005
4777,,100,S8,5194372,8877150,10023723,1.929727597,1.129160034,0.800567563
4778,,100,S9,5282538,8907757,10023723,1.897520283,1.125280247,0.772240036
4779,,100,S10,5418034,8877244,10023723,1.850066463,1.129148078,0.720918385
4780,,110,S1,5471798,9256021,10023723,1.831888348,1.082940823,0.748947525
4781,,110,S2,5076218,9182336,10023723,1.974643918,1.09163104,0.883012878
4782,,110,S3,5891810,9224629,10023723,1.701297734,1.08662614,0.614671594
4783,,110,S4,4618012,9267327,10023723,2.170571016,1.081619651,1.088951365
4784,,110,S5,5536399,9202022,10023723,1.810513115,1.0892957,0.721217415
4785,,110,S6,6315966,9250902,10023723,1.587045117,1.08354007,0.503505047
4786,,110,S7,5905744,9238959,10023723,1.697283695,1.084940738,0.612342957
4787,,110,S8,5726440,9254183,10023723,1.750428364,1.083155909,0.667272455
4788,,110,S9,5532258,9280475,10023723,1.811868319,1.08008728,0.731781038
4789,,110,S10,5820923,9258513,10023723,1.722016079,1.082649341,0.639366738
4790,,120,S1,5874331,9557083,10023723,1.706359924,1.048826614,0.65753331
4791,,120,S2,5170483,9486866,10023723,1.93864345,1.0565895,0.88205395
4792,,120,S3,5786965,9531091,10023723,1.732120896,1.051686843,0.680434053
4793,,120,S4,4882457,9558676,10023723,2.053007943,1.048651822,1.004356121
4794,,120,S5,5792756,9500739,10023723,1.7303893,1.055046665,0.675342635
4795,,120,S6,6260559,9547821,10023723,1.601090733,1.049844043,0.55124669
4796,,120,S7,4818738,9523542,10023723,2.080155219,1.05252048,1.027634739
4797,,120,S8,5964495,9537850,10023723,1.680565245,1.050941564,0.62962368
4798,,120,S9,4050716,9563471,10023723,2.474555856,1.048126041,1.426429815
4799,,120,S10,6290357,9554245,10023723,1.593506219,1.049138158,0.544368061
4800,,130,S1,5413254,9758742,10023723,1.851700105,1.027153192,0.824546912
4801,,130,S2,6272132,9710370,10023723,1.598136487,1.032269934,0.565866553
4802,,130,S3,6544900,9754945,10023723,1.53153188,1.027553,0.50397888
4803,,130,S4,6468638,9762431,10023723,1.549587873,1.026765055,0.522822818
4804,,130,S5,6170222,9729733,10023723,1.624531986,1.030215629,0.594316357
4805,,130,S6,7068836,9758125,10023723,1.418016064,1.027218139,0.390797925
4806,,130,S7,6501171,9735307,10023723,1.541833464,1.029625773,0.51220769
4807,,130,S8,6197294,9749855,10023723,1.617435448,1.028089443,0.589346005
4808,,130,S9,5046173,9778434,10023723,1.986400981,1.025084691,0.96131629
4809,,130,S10,6230361,9768469,10023723,1.608851076,1.0261304,0.582720676
4810,,140,S1,5543829,9892494,10023723,1.808086613,1.013265512,0.794821101
4811,,140,S2,6291893,9859670,10023723,1.593117207,1.016638792,0.576478414
4812,,140,S3,6297706,9898581,10023723,1.591646704,1.012642418,0.579004286
4813,,140,S4,4857754,9892949,10023723,2.063448046,1.01321891,1.050229136
4814,,140,S5,6559876,9879381,10023723,1.528035438,1.01461043,0.513425009
4815,,140,S6,5711729,9897525,10023723,1.754936728,1.01275046,0.742186267
4816,,140,S7,6720753,9873649,10023723,1.491458323,1.015199447,0.476258877
4817,,140,S8,5896764,9889629,10023723,1.699868436,1.013559053,0.686309384
4818,,140,S9,5048888,9913820,10023723,1.98533281,1.011085838,0.974246972
4819,,140,S10,5072402,9901736,10023723,1.976129455,1.012319759,0.963809696
4820,,150,S1,6440513,9970821,10023723,1.55635475,1.005305681,0.551049069
4821,,150,S2,6661351,9954011,10023723,1.504758269,1.007003408,0.497754861
4822,,150,S3,6054713,9975765,10023723,1.655524052,1.004807451,0.650716601
4823,,150,S4,5008079,9968264,10023723,2.001510559,1.005563557,0.995947003
4824,,150,S5,6195551,9964601,10023723,1.617890483,1.005933203,0.61195728
4825,,150,S6,6307941,9972655,10023723,1.589064165,1.005120803,0.583943362
4826,,150,S7,6923348,9961592,10023723,1.44781441,1.006237055,0.441577355
4827,,150,S8,5992091,9968729,10023723,1.672825563,1.005516651,0.667308912
4828,,150,S9,6602840,9981966,10023723,1.518092669,1.004183244,0.513909425
4829,,150,S10,6504800,9973300,10023723,1.540973281,1.005055799,0.535917482
4830,,160,S1,6228967,10000165,10023723,1.609211126,1.002355761,0.606855365
4831,,160,S2,6545876,9990630,10023723,1.531303526,1.003312404,0.527991122
4832,,160,S3,6404279,10004792,10023723,1.565160262,1.001892193,0.563268069
4833,,160,S4,5104972,9999015,10023723,1.963521641,1.002471043,0.961050598
4834,,160,S5,6235375,9996326,10023723,1.607557364,1.002740707,0.604816657
4835,,160,S6,7477612,9999928,10023723,1.340497876,1.002379517,0.338118358
4836,,160,S7,7065885,10003140,10023723,1.418608285,1.002057654,0.416550631
4837,,160,S8,5996109,10000040,10023723,1.6717046,1.002368291,0.66933631
4838,,160,S9,5596285,10007497,10023723,1.791138764,1.001621384,0.78951738
4839,,160,S10,6631195,9999571,10023723,1.511601303,1.002415304,0.509185999
4840,,170,S1,6278922,10015235,10023723,1.596408269,1.000847509,0.59556076
4841,,170,S2,6572424,10009447,10023723,1.52511813,1.001426253,0.523691877
4842,,170,S3,6379120,10016884,10023723,1.571333193,1.000682747,0.570650446
4843,,170,S4,5707963,10013772,10023723,1.7560946,1.000993731,0.755100868
4844,,170,S5,6340416,10014419,10023723,1.580925132,1.00092906,0.579996071
4845,,170,S6,7224101,10014692,10023723,1.387539155,1.000901775,0.38663738
4846,,170,S7,6711850,10017010,10023723,1.493436683,1.00067016,0.492766523
4847,,170,S8,6484155,10014960,10023723,1.54587961,1.000874991,0.545004619
4848,,170,S9,4976333,10019029,10023723,2.014278988,1.000468508,1.01381048
4849,,170,S10,6731391,10013811,10023723,1.489101287,1.000989833,0.488111454
4850,,180,S1,5731560,10022765,10023723,1.748864707,1.000095582,0.748769125
4851,,180,S2,6463870,10019692,10023723,1.550730909,1.000402308,0.550328601
4852,,180,S3,6143014,10023408,10023723,1.631727195,1.000031426,0.631695768
4853,,180,S4,6359872,10022627,10023723,1.576088795,1.000109353,0.575979443
4854,,180,S5,6296685,10022696,10023723,1.591904788,1.000102467,0.591802321
4855,,180,S6,7169116,10023185,10023723,1.39818117,1.000053676,0.398127495
4856,,180,S7,6675150,10022683,10023723,1.501647603,1.000103765,0.501543839
4857,,180,S8,6073663,10022818,10023723,1.65035877,1.000090294,0.650268476
4858,,180,S9,5868397,10023009,10023723,1.70808536,1.000071236,0.708014124
4859,,180,S10,6781254,10022294,10023723,1.478151829,1.000142582,0.478009246
4860,,10,S1,1207394,1200831,1778110,1.472684145,1.480732926,-0.008048781
4861,,10,S2,1100066,1309878,1804900,1.640719739,1.377914584,0.262805154
4862,,10,S3,1199283,1264681,1807560,1.507200552,1.429261608,0.077938944
4863,,10,S4,1117371,1214667,1765090,1.579681234,1.453147241,0.126533993
4864,,10,S5,957907,1246197,1805530,1.884869826,1.448831926,0.436037899
4865,,10,S6,851085,1284669,1795730,2.109930265,1.397815313,0.712114953
4866,,10,S7,1170412,1181348,1799420,1.537424428,1.52319215,0.014232278
4867,,10,S8,992433,1179493,1946870,1.961714292,1.650599029,0.311115263
4868,,10,S9,1107307,1309722,2059790,1.860179697,1.572692526,0.287487172
4869,,10,S10,1127007,1369403,1885960,1.673423501,1.377213282,0.296210219
4870,,20,S1,1086529,2378582,3574140,3.289502627,1.502634763,1.786867864
4871,,20,S2,1472322,2441529,3615900,2.455916573,1.480998178,0.974918395
4872,,20,S3,1248381,2411319,3635680,2.912316032,1.507755714,1.404560318
4873,,20,S4,1268786,2372353,3549580,2.797619141,1.496227585,1.301391556
4874,,20,S5,1605426,2375205,3470480,2.16171907,1.461128618,0.700590452
4875,,20,S6,1382711,2398212,3662120,2.648507172,1.527020964,1.121486208
4876,,20,S7,1739386,2324485,3639040,2.09214056,1.565525267,0.526615293
4877,,20,S8,1202407,2345415,3906780,3.249132781,1.66570948,1.583423301
4878,,20,S9,1827132,2479662,4147100,2.269732017,1.67244568,0.597286337
4879,,20,S10,1886193,2433187,3773140,2.000399747,1.550698734,0.449701013
4880,,30,S1,2042116,3491505,5354850,2.622206574,1.533679602,1.088526972
4881,,30,S2,1498285,3513365,5424780,3.620659621,1.544041112,2.076618509
4882,,30,S3,1661392,3414226,5463660,3.288603773,1.600263134,1.688340639
4883,,30,S4,2535878,3462892,5426730,2.139980709,1.567109225,0.572871483
4884,,30,S5,1973998,3475961,5402850,2.737008852,1.554347129,1.182661723
4885,,30,S6,1501092,3468243,5538240,3.689474063,1.596843128,2.092630935
4886,,30,S7,1681859,3438265,5497530,3.268722289,1.598925621,1.669796668
4887,,30,S8,1963528,3466149,5860470,2.98466332,1.69077267,1.29389065
4888,,30,S9,1863102,3507306,6204390,3.330139735,1.768990216,1.561149518
4889,,30,S10,1865396,3437584,5642790,3.024982363,1.641498797,1.383483566
4890,,40,S1,2721791,4489410,7159160,2.630312173,1.594677252,1.035634922
4891,,40,S2,2873083,4494215,7241000,2.520289181,1.611182376,0.909106805
4892,,40,S3,2227412,4448719,7289560,3.272659032,1.638575059,1.634083973
4893,,40,S4,2673489,4471890,7236440,2.706740144,1.618206172,1.088533971
4894,,40,S5,2617172,4460259,7225520,2.760812052,1.619977674,1.140834378
4895,,40,S6,2690813,4445442,7384440,2.744315566,1.66112616,1.083189405
4896,,40,S7,2145203,4477935,7271120,3.389478758,1.623766312,1.765712446
4897,,40,S8,2625705,4474378,7756400,2.954025681,1.733514692,1.220510989
4898,,40,S9,2307559,4521938,8285920,3.59077276,1.832382487,1.758390273
4899,,40,S10,2702256,4432104,7534480,2.788218437,1.699978159,1.088240277
4900,,50,S1,3026185,5438491,8979700,2.967333458,1.651138156,1.316195302
4901,,50,S2,2849902,5398921,9039000,3.171688009,1.674223424,1.497464585
4902,,50,S3,2716896,5393065,9128400,3.359863609,1.692618205,1.667245404
4903,,50,S4,2985844,5409501,9045900,3.029595652,1.672224481,1.357371171
4904,,50,S5,2896269,5346201,9051800,3.125331245,1.693127512,1.432203733
4905,,50,S6,3332293,5386528,9177800,2.754199586,1.703843366,1.050356219
4906,,50,S7,2758830,5431495,9104000,3.299949616,1.676149937,1.62379968
4907,,50,S8,3115253,5433703,9780900,3.13968079,1.800043175,1.339637615
4908,,50,S9,3298679,5434763,10023723,3.038708222,1.844371686,1.194336536
4909,,50,S10,2480028,5376028,9378150,3.781469403,1.744438459,2.037030944
4910,,60,S1,3516936,6318810,10023723,2.850129488,1.586330812,1.263798675
4911,,60,S2,3487221,6268590,10023723,2.87441576,1.599039497,1.275376263
4912,,60,S3,3101627,6278663,10023723,3.231762878,1.596474122,1.635288756
4913,,60,S4,3489930,6308703,10023723,2.872184542,1.588872229,1.283312313
4914,,60,S5,3422675,6246413,10023723,2.928622496,1.604716659,1.323905837
4915,,60,S6,2963162,6317634,10023723,3.382779274,1.586626101,1.796153173
4916,,60,S7,3118524,6369205,10023723,3.214252319,1.573779302,1.640473017
4917,,60,S8,2853217,6337413,10023723,3.513130267,1.581674257,1.931456009
4918,,60,S9,3830566,6293028,10023723,2.616773344,1.592829875,1.023943469
4919,,60,S10,2786616,6289871,10023723,3.597095186,1.593629345,2.003465842
4920,,70,S1,3491766,7115791,10023723,2.870674324,1.408658995,1.462015328
4921,,70,S2,3563726,7066823,10023723,2.812708665,1.418419989,1.394288676
4922,,70,S3,4005215,7123403,10023723,2.502667897,1.407153716,1.095514181
4923,,70,S4,3567161,7176657,10023723,2.810000165,1.396712007,1.413288159
4924,,70,S5,4416754,7069500,10023723,2.269477313,1.417882877,0.851594436
4925,,70,S6,4079066,7073327,10023723,2.457357395,1.417115736,1.040241659
4926,,70,S7,3350936,7149021,10023723,2.991320336,1.402111282,1.589209053
4927,,70,S8,3844048,7142465,10023723,2.607595691,1.403398267,1.204197424
4928,,70,S9,3496291,7113233,10023723,2.866959015,1.409165565,1.457793449
4929,,70,S10,2994234,7075701,10023723,3.347675232,1.416640274,1.931034958
4930,,80,S1,3446688,7784515,10023723,2.908218847,1.287649006,1.620569841
4931,,80,S2,5100752,7759068,10023723,1.96514612,1.291872039,0.67327408
4932,,80,S3,3874152,7814151,10023723,2.587333435,1.28276546,1.304567975
4933,,80,S4,4616459,7879058,10023723,2.171301207,1.272198149,0.899103059
4934,,80,S5,3933189,7793944,10023723,2.548497669,1.286091227,1.262406443
4935,,80,S6,3443918,7754933,10023723,2.910557975,1.292560877,1.617997098
4936,,80,S7,3779241,7841938,10023723,2.652311139,1.278220129,1.37409101
4937,,80,S8,3722127,7817049,10023723,2.6930094,1.282289902,1.410719498
4938,,80,S9,4582448,7852039,10023723,2.187416638,1.276575804,0.910840834
4939,,80,S10,4200374,7755795,10023723,2.386388212,1.292417218,1.093970994
4940,,90,S1,4882244,8326247,10023723,2.05309751,1.203870483,0.849227027
4941,,90,S2,4748483,8333901,10023723,2.110931639,1.202764828,0.908166811
4942,,90,S3,4912408,8385777,10023723,2.040490733,1.195324297,0.845166436
4943,,90,S4,4485823,8431550,10023723,2.234533775,1.188835149,1.045698626
4944,,90,S5,5080898,8372529,10023723,1.972825079,1.19721568,0.775609399
4945,,90,S6,3409976,8359545,10023723,2.9395289,1.199075189,1.740453711
4946,,90,S7,3505685,8385116,10023723,2.859276575,1.195418525,1.66385805
4947,,90,S8,4035497,8382990,10023723,2.483888106,1.195721694,1.288166412
4948,,90,S9,4174938,8409577,10023723,2.400927391,1.191941402,1.208985989
4949,,90,S10,3792001,8333594,10023723,2.64338617,1.202809136,1.440577034
4950,,100,S1,5320266,8801846,10023723,1.884064255,1.138820538,0.745243717
4951,,100,S2,5035949,8805209,10023723,1.990433779,1.138385585,0.852048194
4952,,100,S3,3847090,8855259,10023723,2.605533793,1.13195142,1.473582373
4953,,100,S4,3941378,8885426,10023723,2.543202657,1.12810832,1.415094336
4954,,100,S5,4832817,8846330,10023723,2.074095295,1.13309395,0.941001345
4955,,100,S6,4650343,8821592,10023723,2.155480359,1.136271435,1.019208924
4956,,100,S7,4673483,8851048,10023723,2.144807845,1.132489961,1.012317884
4957,,100,S8,5055729,8843362,10023723,1.98264642,1.133474238,0.849172182
4958,,100,S9,5388507,8871099,10023723,1.860204134,1.129930238,0.730273897
4959,,100,S10,4467038,8806999,10023723,2.243930542,1.138154211,1.105776331
4960,,110,S1,5045286,9183314,10023723,1.986750206,1.091514784,0.895235422
4961,,110,S2,5881276,9184049,10023723,1.704344941,1.09142743,0.612917511
4962,,110,S3,5051333,9231707,10023723,1.984371848,1.085793017,0.898578831
4963,,110,S4,4350197,9268085,10023723,2.304199787,1.08153119,1.222668597
4964,,110,S5,5097021,9229962,10023723,1.966584599,1.085998296,0.880586304
4965,,110,S6,5439756,9200436,10023723,1.842678789,1.089483477,0.753195313
4966,,110,S7,5841998,9241986,10023723,1.715803908,1.084585391,0.631218517
4967,,110,S8,4815918,9232572,10023723,2.081373271,1.085691289,0.995681981
4968,,110,S9,4944103,9248420,10023723,2.027409825,1.08383086,0.943578966
4969,,110,S10,6270926,9202076,10023723,1.598443834,1.089289308,0.509154526
4970,,120,S1,6154132,9483299,10023723,1.628779331,1.05698692,0.571792411
4971,,120,S2,5778120,9489520,10023723,1.734772383,1.056293996,0.678478387
4972,,120,S3,6209534,9533746,10023723,1.61424722,1.051393964,0.562853256
4973,,120,S4,6115036,9560533,10023723,1.639192803,1.048448136,0.590744667
4974,,120,S5,6133419,9531225,10023723,1.634279836,1.051672057,0.58260778
4975,,120,S6,5872120,9503194,10023723,1.707002411,1.054774111,0.652228301
4976,,120,S7,6330227,9546802,10023723,1.583469756,1.0499561,0.533513655
4977,,120,S8,5175008,9533186,10023723,1.93694831,1.051455725,0.885492585
4978,,120,S9,6275756,9546650,10023723,1.597213627,1.049972818,0.547240809
4979,,120,S10,6351224,9515564,10023723,1.578234841,1.05340293,0.524831911
4980,,130,S1,6394070,9699257,10023723,1.567659253,1.033452665,0.534206588
4981,,130,S2,6058965,9715245,10023723,1.654362255,1.031751953,0.622610302
4982,,130,S3,6575267,9748850,10023723,1.524458703,1.028195428,0.496263274
4983,,130,S4,6439070,9761989,10023723,1.55670353,1.026811544,0.529891986
4984,,130,S5,6535612,9749306,10023723,1.533708396,1.028147337,0.50556106
4985,,130,S6,6341736,9728501,10023723,1.58059607,1.030346093,0.550249977
4986,,130,S7,5300242,9768891,10023723,1.891182138,1.026086073,0.865096066
4987,,130,S8,6118802,9751812,10023723,1.638183912,1.027883126,0.610300787
4988,,130,S9,5958378,9759313,10023723,1.68229055,1.027093096,0.655197454
4989,,130,S10,5700015,9733408,10023723,1.758543267,1.029826655,0.728716612
4990,,140,S1,5904948,9850982,10023723,1.697512493,1.017535409,0.679977084
4991,,140,S2,6747177,9860721,10023723,1.485617318,1.016530434,0.469086884
4992,,140,S3,6703825,9890971,10023723,1.495224443,1.013421534,0.481802909
4993,,140,S4,6795416,9895989,10023723,1.475071283,1.012907654,0.46216363
4994,,140,S5,5578781,9888318,10023723,1.796758647,1.013693431,0.783065216
4995,,140,S6,5079275,9873178,10023723,1.973455464,1.015247877,0.958207587
4996,,140,S7,5324628,9901572,10023723,1.882520807,1.012336526,0.870184281
4997,,140,S8,4764252,9892609,10023723,2.103944754,1.013253733,1.09069102
4998,,140,S9,6567400,9906952,10023723,1.526284831,1.011786774,0.514498058
4999,,140,S10,7004883,9881949,10023723,1.43096223,1.014346765,0.416615465
5000,,150,S1,6905567,9945264,10023723,1.451542357,1.007889082,0.443653275
5001,,150,S2,6820129,9954737,10023723,1.469726306,1.006929967,0.462796339
5002,,150,S3,6988561,9971970,10023723,1.434304287,1.005189847,0.42911444
5003,,150,S4,6044348,9973403,10023723,1.658362986,1.005045419,0.653317567
5004,,150,S5,7040921,9966939,10023723,1.423638044,1.005697236,0.417940808
5005,,150,S6,6366242,9959198,10023723,1.574511776,1.006478935,0.568032841
5006,,150,S7,5323544,9972808,10023723,1.882904133,1.005105383,0.87779875
5007,,150,S8,6940660,9971520,10023723,1.444203145,1.00523521,0.438967935
5008,,150,S9,6487419,9985194,10023723,1.545101835,1.003858613,0.541243222
5009,,150,S10,5580279,9970117,10023723,1.796276315,1.005376667,0.790899648
5010,,160,S1,5733884,9993475,10023723,1.748155875,1.003026775,0.7451291
5011,,160,S2,6432983,9995903,10023723,1.55817651,1.00278314,0.55539337
