,,Machines,File,Accepted Load Algorithm,Accepted Load Greedy,Available Resource,Performance Ratio Algorithm,Performance Ratio Greedy,Difference In PR
9233,,60,S4,3028419,6585081,10023723,3.309886446,1.522186743,1.787699703
9234,,60,S5,3743405,6615279,10023723,2.677701985,1.515238133,1.162463852
9235,,60,S6,3564722,6639495,10023723,2.811922781,1.509711657,1.302211124
9236,,60,S7,2705729,6783667,10023723,3.704629325,1.477626039,2.227003286
9237,,60,S8,3063952,6656127,10023723,3.271501316,1.505939265,1.765562051
9238,,60,S9,2865680,6594281,10023723,3.49785147,1.520063067,1.977788403
9239,,60,S10,3475626,6573023,10023723,2.884005068,1.524979146,1.359025923
9240,,70,S1,4242912,7477432,10023723,2.362463091,1.340530145,1.021932947
9241,,70,S2,3801919,7482532,10023723,2.636490414,1.339616456,1.296873958
9242,,70,S3,3855311,7375556,10023723,2.599977797,1.359046423,1.240931374
9243,,70,S4,4021543,7401127,10023723,2.492506732,1.354350898,1.138155834
9244,,70,S5,4196532,7412043,10023723,2.388572993,1.352356294,1.036216699
9245,,70,S6,4098760,7382268,10023723,2.445550118,1.35781077,1.087739347
9246,,70,S7,3723715,7540093,10023723,2.691860951,1.329389836,1.362471114
9247,,70,S8,3252525,7424886,10023723,3.081828118,1.350017091,1.731811027
9248,,70,S9,2889180,7383622,10023723,3.46940066,1.357561777,2.111838884
9249,,70,S10,3855979,7374730,10023723,2.599527383,1.359198642,1.240328741
9250,,80,S1,4338606,8106513,10023723,2.310355676,1.236502427,1.073853249
9251,,80,S2,4517315,8120676,10023723,2.218955951,1.234345885,0.984610066
9252,,80,S3,4054620,8010360,10023723,2.472173225,1.251344883,1.220828341
9253,,80,S4,4139675,8033642,10023723,2.421379215,1.247718407,1.173660807
9254,,80,S5,4447710,8075567,10023723,2.253681782,1.24124077,1.012441012
9255,,80,S6,3929275,8015449,10023723,2.55103626,1.250550406,1.300485854
9256,,80,S7,3908018,8185308,10023723,2.564912188,1.224599368,1.340312821
9257,,80,S8,3280894,8083250,10023723,3.055180387,1.24006099,1.815119396
9258,,80,S9,3928444,8027895,10023723,2.551575891,1.248611622,1.302964269
9259,,80,S10,4313382,8011027,10023723,2.323866284,1.251240696,1.072625588
9260,,90,S1,4525163,8612199,10023723,2.21510761,1.16389821,1.051209401
9261,,90,S2,5335457,8652833,10023723,1.878699988,1.158432504,0.720267484
9262,,90,S3,3846506,8542717,10023723,2.605929381,1.17336475,1.432564631
9263,,90,S4,4165839,8550168,10023723,2.406171482,1.172342228,1.233829254
9264,,90,S5,4931649,8618205,10023723,2.032529687,1.163087093,0.869442594
9265,,90,S6,4475417,8537829,10023723,2.239729393,1.174036514,1.065692878
9266,,90,S7,4017065,8708921,10023723,2.495285239,1.15097186,1.34431338
9267,,90,S8,4417697,8628383,10023723,2.268992871,1.161715121,1.10727775
9268,,90,S9,4431986,8580986,10023723,2.261677496,1.168131844,1.093545652
9269,,90,S10,4984658,8562571,10023723,2.010914891,1.170644074,0.840270817
9270,,100,S1,5268271,9054312,10023723,1.902658956,1.107066224,0.795592731
9271,,100,S2,5765115,9085127,10023723,1.738685698,1.103311269,0.635374429
9272,,100,S3,3657585,8989325,10023723,2.740530432,1.115069596,1.625460836
9273,,100,S4,5265784,8987371,10023723,1.903557571,1.115312031,0.78824554
9274,,100,S5,3743916,9057745,10023723,2.677336511,1.106646632,1.570689879
9275,,100,S6,5118674,8988277,10023723,1.958265559,1.115199609,0.843065949
9276,,100,S7,4822463,9132288,10023723,2.078548451,1.097613544,0.980934907
9277,,100,S8,3757699,9066138,10023723,2.667516211,1.105622151,1.56189406
9278,,100,S9,4696221,9027546,10023723,2.134423188,1.110348593,1.024074595
9279,,100,S10,5003163,9032020,10023723,2.0034772,1.109798583,0.893678617
9280,,110,S1,5590811,9413678,10023723,1.79289248,1.064804107,0.728088373
9281,,110,S2,6075998,9439065,10023723,1.649724539,1.061940245,0.587784294
9282,,110,S3,4696582,9368146,10023723,2.134259127,1.069979375,1.064279752
9283,,110,S4,4583230,9366013,10023723,2.187043417,1.07022305,1.116820367
9284,,110,S5,5292350,9414986,10023723,1.894002286,1.064656177,0.829346109
9285,,110,S6,5547360,9361202,10023723,1.806935732,1.07077307,0.736162662
9286,,110,S7,5477533,9478000,10023723,1.829970353,1.057577865,0.772392489
9287,,110,S8,5674911,9436268,10023723,1.766322503,1.062255014,0.704067488
9288,,110,S9,5532811,9400292,10023723,1.811687224,1.066320387,0.745366837
9289,,110,S10,5905397,9411107,10023723,1.697383427,1.065094999,0.632288428
9290,,120,S1,4963799,9681844,10023723,2.019365208,1.035311352,0.984053856
9291,,120,S2,6185795,9690978,10023723,1.620442158,1.034335544,0.586106614
9292,,120,S3,5881660,9662885,10023723,1.704233669,1.037342678,0.666890991
9293,,120,S4,4735397,9661123,10023723,2.116765078,1.037531869,1.079233209
9294,,120,S5,5720805,9678556,10023723,1.752152538,1.035663068,0.71648947
9295,,120,S6,5037026,9625197,10023723,1.990008191,1.041404451,0.94860374
9296,,120,S7,4712128,9731367,10023723,2.127217894,1.030042645,1.097175249
9297,,120,S8,4356835,9691667,10023723,2.300689147,1.034262011,1.266427136
9298,,120,S9,5952033,9664561,10023723,1.684083909,1.037162785,0.646921124
9299,,120,S10,4967780,9703200,10023723,2.017746961,1.033032711,0.984714251
9300,,130,S1,5476973,9848719,10023723,1.830157461,1.017769214,0.812388247
9301,,130,S2,5997444,9842555,10023723,1.671332488,1.018406603,0.652925885
9302,,130,S3,6523749,9850310,10023723,1.536497342,1.017604827,0.518892516
9303,,130,S4,5847022,9839541,10023723,1.714329619,1.018718556,0.695611063
9304,,130,S5,6094946,9837633,10023723,1.644595867,1.018916136,0.625679731
9305,,130,S6,4275077,9794118,10023723,2.344688295,1.023443152,1.321245142
9306,,130,S7,5265059,9891504,10023723,1.903819691,1.013366926,0.890452765
9307,,130,S8,4196006,9840839,10023723,2.388872418,1.018584188,1.37028823
9308,,130,S9,6211821,9818127,10023723,1.613652905,1.02094045,0.592712454
9309,,130,S10,4889318,9864752,10023723,2.050127032,1.016115053,1.034011979
9310,,140,S1,5387899,9948654,10023723,1.86041405,1.007545644,0.852868406
9311,,140,S2,6110725,9947657,10023723,1.640349222,1.007646625,0.632702597
9312,,140,S3,4115771,9942947,10023723,2.435442351,1.00812395,1.427318401
9313,,140,S4,5063489,9930286,10023723,1.979607934,1.009409296,0.970198638
9314,,140,S5,4739882,9943054,10023723,2.11476214,1.008113101,1.106649039
9315,,140,S6,4667782,9898404,10023723,2.147427408,1.012660526,1.134766882
9316,,140,S7,5219185,9975844,10023723,1.920553305,1.004799494,0.915753811
9317,,140,S8,4633689,9937797,10023723,2.163227398,1.008646383,1.154581015
9318,,140,S9,4829449,9925656,10023723,2.075541744,1.009880153,1.065661591
9319,,140,S10,4956569,9950098,10023723,2.022310796,1.007399425,1.014911371
9320,,150,S1,4532763,9992157,10023723,2.21139358,1.003159078,1.208234503
9321,,150,S2,5642173,9992763,10023723,1.776571367,1.003098242,0.773473125
9322,,150,S3,4808605,9985996,10023723,2.084538655,1.003777991,1.080760664
9323,,150,S4,4755705,9974332,10023723,2.107725984,1.00495181,1.102774174
9324,,150,S5,5761167,9992309,10023723,1.739877181,1.003143818,0.736733363
9325,,150,S6,5025664,9957628,10023723,1.994507193,1.006637625,0.987869569
9326,,150,S7,4638429,10006986,10023723,2.161016801,1.001672532,1.15934427
9327,,150,S8,5544351,9988769,10023723,1.807916382,1.00349933,0.804417052
9328,,150,S9,4949287,9981409,10023723,2.025286269,1.004239281,1.021046987
9329,,150,S10,5511940,9988363,10023723,1.81854719,1.00354012,0.815007071
9330,,160,S1,4479628,10014721,10023723,2.237623972,1.000898877,1.236725096
9331,,160,S2,6492956,10015112,10023723,1.543784218,1.000859801,0.542924417
9332,,160,S3,5742490,10009917,10023723,1.745535996,1.001379232,0.744156763
9333,,160,S4,4958092,10004348,10023723,2.021689593,1.001936658,1.019752936
9334,,160,S5,5968675,10015536,10023723,1.679388306,1.00081743,0.678570876
9335,,160,S6,5093473,9990832,10023723,1.967954478,1.003292118,0.96466236
9336,,160,S7,4021657,10021636,10023723,2.492436078,1.000208249,1.492227829
9337,,160,S8,5778542,10011794,10023723,1.734645694,1.001191495,0.7334542
9338,,160,S9,4758825,10006181,10023723,2.106344108,1.001753116,1.104590992
9339,,160,S10,4252592,10013125,10023723,2.357085514,1.001058411,1.356027103
9340,,170,S1,4651568,10023402,10023723,2.154912709,1.000032025,1.154880684
9341,,170,S2,5657032,10023519,10023723,1.771904949,1.000020352,0.771884597
9342,,170,S3,5883742,10022659,10023723,1.703630615,1.000106159,0.703524455
9343,,170,S4,5478134,10020770,10023723,1.829769589,1.000294688,0.829474901
9344,,170,S5,5662034,10023365,10023723,1.770339599,1.000035717,0.770303882
9345,,170,S6,5176261,10013847,10023723,1.93647944,1.000986234,0.935493205
9346,,170,S7,5328307,10023723,10023723,1.881220996,1,0.881220996
9347,,170,S8,6333986,10022471,10023723,1.582530021,1.000124919,0.582405102
9348,,170,S9,6627780,10021418,10023723,1.512380163,1.000230007,0.512150156
9349,,170,S10,5141667,10023590,10023723,1.949508399,1.000013269,0.94949513
9350,,180,S1,4979911,10023723,10023723,2.012831755,1,1.012831755
9351,,180,S2,5791668,10023723,10023723,1.730714364,1,0.730714364
9352,,180,S3,5874743,10023723,10023723,1.706240256,1,0.706240256
9353,,180,S4,4933284,10023723,10023723,2.031856062,1,1.031856062
9354,,180,S5,6133732,10023723,10023723,1.63419644,1,0.63419644
9355,,180,S6,4282101,10023127,10023723,2.340842264,1.000059462,1.340782802
9356,,180,S7,5473020,10023723,10023723,1.83147933,1,0.83147933
9357,,180,S8,5719547,10023723,10023723,1.75253792,1,0.75253792
9358,,180,S9,6153308,10023723,10023723,1.628997443,1,0.628997443
9359,,180,S10,5313580,10023723,10023723,1.886434946,1,0.886434946
9360,,10,S1,787361,1498652,2008380,2.550774041,1.340124325,1.210649716
9361,,10,S2,830603,1202807,1569650,1.889771648,1.30498908,0.584782568
9362,,10,S3,1155422,1359235,1782970,1.543133158,1.31174521,0.231387949
9363,,10,S4,1028218,1393256,2001310,1.946386856,1.436426615,0.509960241
9364,,10,S5,1124898,1543289,1958500,1.741046744,1.269042934,0.47200381
9365,,10,S6,1037078,1371382,2152180,2.075234457,1.569351209,0.505883248
9366,,10,S7,1032743,1507979,1955250,1.89325902,1.296602937,0.596656083
9367,,10,S8,913859,1500149,1855110,2.029973989,1.236617163,0.793356827
9368,,10,S9,1264366,1354499,2204310,1.743411322,1.627398765,0.116012557
9369,,10,S10,1292780,1443693,2092950,1.618952954,1.449719573,0.169233381
9370,,20,S1,1673294,2662391,4272000,2.55304806,1.604572732,0.948475328
9371,,20,S2,2221265,2386240,3584640,1.613783137,1.502212686,0.111570451
9372,,20,S3,1268182,2562267,3691820,2.911112127,1.440841255,1.470270872
9373,,20,S4,1154171,2603174,3994200,3.460665707,1.534357673,1.926308035
9374,,20,S5,1393786,2671138,3959520,2.840837833,1.482334496,1.358503337
9375,,20,S6,1223755,2651594,4329540,3.537914043,1.632806531,1.905107513
9376,,20,S7,1868740,2802701,4026940,2.154895812,1.436806852,0.71808896
9377,,20,S8,1392333,2747243,3725140,2.675466286,1.355955771,1.319510515
9378,,20,S9,1473840,2556376,4434600,3.008874776,1.73472134,1.274153436
9379,,20,S10,1355332,2678616,4457080,3.288552178,1.663948845,1.624603332
9380,,30,S1,1903576,3870864,6352590,3.337187483,1.641129732,1.696057751
9381,,30,S2,1349719,3677186,5389290,3.992897781,1.465601686,2.527296095
9382,,30,S3,2363655,3653481,5566440,2.355013739,1.523599001,0.831414739
9383,,30,S4,2595932,3798035,6019290,2.318739474,1.584843215,0.733896259
9384,,30,S5,1825524,3752189,5939430,3.253548022,1.582923995,1.670624028
9385,,30,S6,1525680,3749560,6497880,4.25900582,1.732971335,2.526034485
9386,,30,S7,1930177,3859586,6043800,3.131215427,1.565919246,1.565296181
9387,,30,S8,2027061,3901875,5611740,2.768412001,1.438216242,1.330195759
9388,,30,S9,1849986,3826455,6651990,3.595697481,1.738421071,1.85727641
9389,,30,S10,2283999,3680567,6664530,2.917921593,1.810734596,1.107186997
9390,,40,S1,2224832,4914257,8514800,3.827165377,1.732672915,2.094492462
9391,,40,S2,2156234,4758454,7164120,3.322515089,1.505556216,1.816958872
9392,,40,S3,2405091,4701359,7439000,3.09302226,1.582308435,1.510713825
9393,,40,S4,2515167,4832583,8030800,3.192949017,1.661802808,1.531146209
9394,,40,S5,2200014,4823608,7916760,3.598504373,1.641252772,1.957251601
9395,,40,S6,2275518,4737165,8674200,3.811967209,1.83109518,1.980872029
9396,,40,S7,2351204,4827887,7833400,3.331654761,1.622531762,1.709122999
9397,,40,S8,2534057,4862466,7486000,2.954156122,1.53954804,1.414608082
9398,,40,S9,2200791,4901118,8869200,4.030005575,1.809627926,2.22037765
9399,,40,S10,2418754,4771591,8918640,3.687286925,1.86911242,1.818174506
9400,,50,S1,2843867,5866706,10023723,3.524680655,1.708577692,1.816102962
9401,,50,S2,2986715,5733808,8967800,3.002563017,1.564021676,1.43854134
9402,,50,S3,3175338,5683327,9282300,2.923247856,1.633251087,1.289996769
9403,,50,S4,2631846,5768327,9987600,3.794902893,1.731455238,2.063447655
9404,,50,S5,2555416,5754445,9921150,3.882401143,1.724084599,2.158316544
9405,,50,S6,2800080,5714772,10023723,3.579798791,1.754002259,1.825796532
9406,,50,S7,2599886,5821879,9861650,3.793108621,1.693894703,2.099213918
9407,,50,S8,2911103,5761787,9356600,3.214108192,1.623905917,1.590202275
9408,,50,S9,2338180,5817736,10023723,4.286976623,1.722959412,2.56401721
9409,,50,S10,2873662,5723205,10023723,3.488135696,1.751417781,1.736717915
9410,,60,S1,3554419,6742228,10023723,2.820073548,1.486707806,1.333365742
9411,,60,S2,3797268,6623965,10023723,2.639719662,1.513251202,1.126468459
9412,,60,S3,3556566,6588073,10023723,2.818371148,1.521495436,1.296875712
9413,,60,S4,3680979,6646177,10023723,2.723113335,1.508193808,1.214919527
9414,,60,S5,3238136,6638602,10023723,3.095522548,1.509914738,1.585607809
9415,,60,S6,3017534,6609878,10023723,3.321826034,1.51647625,1.805349784
9416,,60,S7,4104210,6726212,10023723,2.44230266,1.490247854,0.952054806
9417,,60,S8,3751422,6658933,10023723,2.671979585,1.505304679,1.166674907
9418,,60,S9,3101191,6714487,10023723,3.232217235,1.492850161,1.739367074
9419,,60,S10,3523307,6595411,10023723,2.844975757,1.519802632,1.325173125
9420,,70,S1,3934830,7511922,10023723,2.547434832,1.334375277,1.213059555
9421,,70,S2,3622315,7411506,10023723,2.767214613,1.352454279,1.414760334
9422,,70,S3,3769247,7340372,10023723,2.65934363,1.365560628,1.293783002
9423,,70,S4,3740376,7446311,10023723,2.679870419,1.346132736,1.333737683
9424,,70,S5,3879715,7390766,10023723,2.583623539,1.356249542,1.227373998
9425,,70,S6,3912214,7373079,10023723,2.562161221,1.359502997,1.202658224
9426,,70,S7,4354504,7474682,10023723,2.301920724,1.341023337,0.960897387
9427,,70,S8,4073148,7488783,10023723,2.460927764,1.338498258,1.122429506
9428,,70,S9,4102491,7477084,10023723,2.443326018,1.340592536,1.102733482
9429,,70,S10,3371990,7392039,10023723,2.972643157,1.356015979,1.616627178
9430,,80,S1,4379183,8152068,10023723,2.28894819,1.229592663,1.059355527
9431,,80,S2,4489222,8028320,10023723,2.232841904,1.248545524,0.984296381
9432,,80,S3,4440390,7968810,10023723,2.257396985,1.257869494,0.999527492
9433,,80,S4,4674448,8102862,10023723,2.144365067,1.237059572,0.907305495
9434,,80,S5,3702137,8040106,10023723,2.707550531,1.24671528,1.460835251
9435,,80,S6,3688708,8008170,10023723,2.717407558,1.25168709,1.465720469
9436,,80,S7,4512482,8085099,10023723,2.221332517,1.239777398,0.981555119
9437,,80,S8,4202951,8099736,10023723,2.384925021,1.237537001,1.147388019
9438,,80,S9,4538740,8112758,10023723,2.208481429,1.235550598,0.972930831
9439,,80,S10,4270362,8028929,10023723,2.347277116,1.248450821,1.098826295
9440,,90,S1,4644810,8691933,10023723,2.158048015,1.153221384,1.004826631
9441,,90,S2,5022904,8545238,10023723,1.995603141,1.173018586,0.822584555
9442,,90,S3,4547874,8513872,10023723,2.20404589,1.17734011,1.02670578
9443,,90,S4,5180842,8597400,10023723,1.934767167,1.165901668,0.768865499
9444,,90,S5,5530263,8572794,10023723,1.812521936,1.169248089,0.643273847
9445,,90,S6,4346533,8540139,10023723,2.30614216,1.173718952,1.132423207
9446,,90,S7,3712301,8592276,10023723,2.700137462,1.166596953,1.533540509
9447,,90,S8,4682808,8628790,10023723,2.140536832,1.161660325,0.978876506
9448,,90,S9,4505362,8624428,10023723,2.224842976,1.162247862,1.062595114
9449,,90,S10,4800150,8553749,10023723,2.088210368,1.17185143,0.916358938
9450,,100,S1,4748405,9117153,10023723,2.110966314,1.099435646,1.011530668
9451,,100,S2,5324791,8988586,10023723,1.88246318,1.115161272,0.767301908
9452,,100,S3,4825778,8964677,10023723,2.077120622,1.118135433,0.958985189
9453,,100,S4,5475058,9027941,10023723,1.830797592,1.110300012,0.72049758
9454,,100,S5,4945983,9014181,10023723,2.026639194,1.111994867,0.914644327
9455,,100,S6,5487248,9003518,10023723,1.826730448,1.113311819,0.71341863
9456,,100,S7,5358859,9037898,10023723,1.870495753,1.109076801,0.761418952
9457,,100,S8,4801677,9060126,10023723,2.087546289,1.106355806,0.981190483
9458,,100,S9,5248177,9054528,10023723,1.909943777,1.107039815,0.802903962
9459,,100,S10,5197838,8982444,10023723,1.928440825,1.115923795,0.812517029
9460,,110,S1,5578391,9470629,10023723,1.796884263,1.058400978,0.738483284
9461,,110,S2,5399474,9371092,10023723,1.85642583,1.069643004,0.786782825
9462,,110,S3,5333798,9355815,10023723,1.87928433,1.071389612,0.807894718
9463,,110,S4,5861429,9392179,10023723,1.710115912,1.067241478,0.642874434
9464,,110,S5,6009824,9381401,10023723,1.667889609,1.068467599,0.59942201
9465,,110,S6,5737482,9372986,10023723,1.747059599,1.069426861,0.677632737
9466,,110,S7,5523406,9409391,10023723,1.814772081,1.065289241,0.749482839
9467,,110,S8,5467521,9406525,10023723,1.833321353,1.065613816,0.767707538
9468,,110,S9,5453791,9413043,10023723,1.837936767,1.064875939,0.773060829
9469,,110,S10,4489364,9353392,10023723,2.232771279,1.071667156,1.161104123
9470,,120,S1,6020531,9732943,10023723,1.66492341,1.029875856,0.635047554
9471,,120,S2,5571667,9664943,10023723,1.799052779,1.037121792,0.761930987
9472,,120,S3,5729173,9654286,10023723,1.749593353,1.038266631,0.711326722
9473,,120,S4,5055578,9678563,10023723,1.982705637,1.035662319,0.947043318
9474,,120,S5,6256927,9652754,10023723,1.602020129,1.038431416,0.563588714
9475,,120,S6,5751596,9650391,10023723,1.742772441,1.038685686,0.704086754
9476,,120,S7,5538984,9688521,10023723,1.809668163,1.03459785,0.775070313
9477,,120,S8,5008168,9675423,10023723,2.00147499,1.035998426,0.965476564
9478,,120,S9,4997507,9689962,10023723,2.005744664,1.034443995,0.97130067
9479,,120,S10,4469386,9642937,10023723,2.242751689,1.039488591,1.203263097
9480,,130,S1,6037928,9887588,10023723,1.660126288,1.013768272,0.646358016
9481,,130,S2,5724215,9853464,10023723,1.751108755,1.017279101,0.733829654
9482,,130,S3,6139565,9845141,10023723,1.632643844,1.0181391,0.614504743
9483,,130,S4,5442581,9851683,10023723,1.841722337,1.017463006,0.824259331
9484,,130,S5,6524058,9806927,10023723,1.536424569,1.022106415,0.514318154
9485,,130,S6,5776180,9825052,10023723,1.735355027,1.02022086,0.715134167
9486,,130,S7,5968426,9849624,10023723,1.67945837,1.0176757,0.66178267
9487,,130,S8,5522419,9841010,10023723,1.815096428,1.018566489,0.796529939
9488,,130,S9,5753135,9867970,10023723,1.742306238,1.015783692,0.726522546
9489,,130,S10,4491295,9810830,10023723,2.231811315,1.021699795,1.21011152
9490,,140,S1,5325879,9964908,10023723,1.88207862,1.005902212,0.876176408
9491,,140,S2,5772644,9958866,10023723,1.736418009,1.006512488,0.72990552
9492,,140,S3,6611682,9947847,10023723,1.516062479,1.007627379,0.508435099
9493,,140,S4,5368653,9947841,10023723,1.867083419,1.007627987,0.859455432
9494,,140,S5,6274993,9916462,10023723,1.597407838,1.010816459,0.586591379
9495,,140,S6,6132217,9930794,10023723,1.634600178,1.009357661,0.625242517
9496,,140,S7,5545695,9937406,10023723,1.807478233,1.00868607,0.798792164
9497,,140,S8,4788007,9939898,10023723,2.093506338,1.008433185,1.085073153
9498,,140,S9,5959969,9959693,10023723,1.681841466,1.006428913,0.675412553
9499,,140,S10,5707436,9922199,10023723,1.75625675,1.010232006,0.746024744
9500,,150,S1,5073270,9998327,10023723,1.975791354,1.002540025,0.973251329
9501,,150,S2,6030977,10001052,10023723,1.662039666,1.002266862,0.659772805
9502,,150,S3,5719067,9992316,10023723,1.75268501,1.003143115,0.749541894
9503,,150,S4,5050666,9987564,10023723,1.984633908,1.003620402,0.981013505
9504,,150,S5,6754133,9969527,10023723,1.484087299,1.005436166,0.478651133
9505,,150,S6,5961423,9978681,10023723,1.681431262,1.004513823,0.676917439
9506,,150,S7,5520776,9981175,10023723,1.815636606,1.004262825,0.811373781
9507,,150,S8,4872842,9988275,10023723,2.057058899,1.003548961,1.053509938
9508,,150,S9,5959552,9994768,10023723,1.681959147,1.002897016,0.679062132
9509,,150,S10,4748974,9981974,10023723,2.110713388,1.004182439,1.106530949
9510,,160,S1,5062249,10016872,10023723,1.98009284,1.000683946,0.979408894
9511,,160,S2,6200142,10020437,10023723,1.616692489,1.00032793,0.616364559
9512,,160,S3,5577246,10015879,10023723,1.79725316,1.000783156,0.796470004
9513,,160,S4,5140433,10012282,10023723,1.949976393,1.001142697,0.948833696
9514,,160,S5,4758471,9998189,10023723,2.106500807,1.002553863,1.103946944
9515,,160,S6,4428641,10004654,10023723,2.263385766,1.001906013,1.261479753
9516,,160,S7,5973207,10007719,10023723,1.678114119,1.001599166,0.676514953
9517,,160,S8,5166158,10011254,10023723,1.940266442,1.001245498,0.939020943
9518,,160,S9,5352755,10013365,10023723,1.872628768,1.001034418,0.87159435
9519,,160,S10,4712975,10008252,10023723,2.126835597,1.001545824,1.125289773
9520,,170,S1,5042402,10023723,10023723,1.987886527,1,0.987886527
9521,,170,S2,6191555,10023723,10023723,1.618934662,1,0.618934662
9522,,170,S3,6142246,10023723,10023723,1.631931219,1,0.631931219
9523,,170,S4,4754553,10022988,10023723,2.108236673,1.000073331,1.108163342
9524,,170,S5,5543731,10017973,10023723,1.808118576,1.000573968,0.807544607
9525,,170,S6,5390340,10020130,10023723,1.859571567,1.000358578,0.859212989
9526,,170,S7,5567500,10022302,10023723,1.800399282,1.000141784,0.800257498
9527,,170,S8,4874806,10022829,10023723,2.056230135,1.000089196,1.056140939
9528,,170,S9,5341578,10023299,10023723,1.876547155,1.000042301,0.876504854
9529,,170,S10,5237886,10023074,10023723,1.913696289,1.000064751,0.913631538
9530,,180,S1,5091247,10023723,10023723,1.968814909,1,0.968814909
9531,,180,S2,6174941,10023723,10023723,1.62329049,1,0.62329049
9532,,180,S3,6044444,10023723,10023723,1.658336648,1,0.658336648
9533,,180,S4,5622009,10023723,10023723,1.78294325,1,0.78294325
9534,,180,S5,5163189,10023723,10023723,1.941382157,1,0.941382157
9535,,180,S6,6164354,10023723,10023723,1.626078418,1,0.626078418
9536,,180,S7,5579792,10023723,10023723,1.796433093,1,0.796433093
9537,,180,S8,5240789,10023723,10023723,1.912636246,1,0.912636246
9538,,180,S9,6189231,10023723,10023723,1.619542557,1,0.619542557
9539,,180,S10,4706804,10023723,10023723,2.129624051,1,1.129624051
9540,,10,S1,1123009,1451883,2022470,1.800938372,1.392997921,0.407940451
9541,,10,S2,1261421,1409963,1899670,1.505976197,1.347319043,0.158657154
9542,,10,S3,837704,1397509,2061890,2.461358666,1.475403736,0.98595493
9543,,10,S4,1176783,1414719,2419610,2.056122497,1.710311376,0.34581112
9544,,10,S5,1214319,1367502,2011220,1.656253423,1.470725454,0.185527969
9545,,10,S6,1146800,1472237,2079070,1.812931636,1.412184315,0.40074732
9546,,10,S7,1082129,1360518,1888780,1.745429611,1.388280052,0.357149559
9547,,10,S8,1127352,1506623,2418390,2.145195112,1.605172628,0.540022484
9548,,10,S9,1022349,1362159,1966120,1.92313975,1.443385097,0.479754653
9549,,10,S10,1208395,1446027,1892740,1.566325581,1.308924384,0.257401197
9550,,20,S1,1951337,2690536,4060480,2.080870706,1.509171407,0.571699299
9551,,20,S2,1935867,2696358,3800500,1.963203051,1.409493843,0.553709207
9552,,20,S3,1078501,2686966,4119580,3.819727566,1.533171614,2.286555952
9553,,20,S4,2075370,2684783,4869800,2.346473159,1.813852367,0.532620792
9554,,20,S5,1128518,2523524,4020460,3.562601571,1.593192694,1.969408877
9555,,20,S6,1575504,2670832,4299240,2.728802974,1.609700648,1.119102326
9556,,20,S7,2129828,2475038,3956680,1.857746259,1.598634041,0.259112218
9557,,20,S8,1129917,2800423,5355660,4.739870274,1.912446798,2.827423475
9558,,20,S9,1949316,2592520,4040160,2.072603929,1.558391064,0.514212865
9559,,20,S10,1462524,2629056,3798420,2.597167636,1.444784744,1.152382892
9560,,30,S1,1610240,3757771,6032250,3.746180694,1.605273445,2.140907248
9561,,30,S2,1672123,3771496,5669340,3.390504167,1.503207215,1.887296952
9562,,30,S3,1895652,3783170,6211290,3.276598236,1.641821541,1.634776695
9563,,30,S4,2066216,3755135,7295760,3.530976432,1.942875556,1.588100877
9564,,30,S5,2043521,3700260,6053220,2.962152089,1.635890451,1.326261639
9565,,30,S6,1857972,3767708,6288660,3.384690404,1.669094314,1.71559609
9566,,30,S7,1817798,3555061,5983170,3.291438323,1.683000657,1.608437665
9567,,30,S8,1927875,3905845,7653120,3.969717954,1.959401871,2.010316083
9568,,30,S9,1656564,3689216,6054960,3.655131948,1.641259281,2.013872667
9569,,30,S10,1934569,3715625,5689320,2.940872101,1.531187889,1.409684212
9570,,40,S1,2646894,4819674,7999800,3.022334857,1.659821805,1.362513052
9571,,40,S2,2506689,4827472,7609680,3.035749549,1.576328149,1.4594214
9572,,40,S3,2734468,4798240,8290400,3.031814598,1.727800193,1.304014405
9573,,40,S4,2987389,4815686,9727680,3.256248182,2.019998812,1.23624937
9574,,40,S5,2378825,4839503,8076400,3.395121541,1.668849053,1.726272488
9575,,40,S6,2361416,4784176,8615120,3.648285605,1.80075315,1.847532455
9576,,40,S7,2384087,4541876,7984640,3.349139524,1.758004842,1.591134682
9577,,40,S8,2322408,4899371,10023723,4.316090454,2.045920384,2.27017007
9578,,40,S9,2444804,4722472,8070240,3.300976275,1.708901609,1.592074665
9579,,40,S10,2524743,4797730,7609760,3.014073116,1.586116768,1.427956348
9580,,50,S1,3190166,5770981,10023723,3.14206941,1.736918385,1.405151024
9581,,50,S2,2956350,5742656,9511900,3.21744719,1.656359009,1.561088181
9582,,50,S3,2988056,5739537,10023723,3.354596768,1.746434076,1.608162691
9583,,50,S4,3188894,5772602,10023723,3.143322732,1.736430643,1.406892089
9584,,50,S5,3148355,5837464,10023723,3.183796935,1.717136585,1.46666035
9585,,50,S6,3032282,5742950,10023723,3.305669789,1.745396181,1.560273608
9586,,50,S7,2751331,5542000,9870050,3.587372802,1.780954529,1.806418273
9587,,50,S8,2775536,5878511,10023723,3.611454869,1.705146592,1.906308276
9588,,50,S9,3111714,5717898,10023723,3.221286725,1.753043339,1.468243386
9589,,50,S10,2570202,5747224,9464600,3.682434299,1.646812444,2.035621855
9590,,60,S1,4252501,6665211,10023723,2.357135954,1.503886824,0.85324913
9591,,60,S2,3943312,6649359,10023723,2.541955341,1.507472074,1.034483267
